Racc_inv,kt,eps_t,tc,bc,CO2ppm,RH,tw,bw,pSR,theta_xc,T_K
1.70859212534953e-10,1.30353699055424,9.79429888099524e-12,1.92150962823823,-0.537061046995638,386.772469628805,71.504259234323,0.18273814914173,0.731911721799003,0.119584479885481,1.27180582123354,283.25
1.4098635572832e-10,1.280316030908,9.84427811335405e-12,1.12798750681325,-0.563245266585059,397.604653216618,73.707406329818,0.140525546984356,0.779415546873377,0.228824408918807,1.29003148720973,283.25
1.71145812100507e-10,1.43757019651052,1.00417709141978e-11,1.00723098623357,-0.567139895583376,393.150104112352,73.7741561883697,0.158117913330367,0.672620923873507,0.235684630393627,1.17724335703573,283.25
3.25479164616049e-10,1.0848955717359,1.00354004514427e-11,1.01372423598074,-0.582130684125918,393.249979713306,76.7687614525306,0.146208020688596,0.410858057855818,0.159674405741376,1.39618976389922,283.25
1.56078448952916e-10,1.6638780659663,1.05443339842297e-11,1.01796532597627,-0.592963974057497,390.671537232268,76.0049802279476,0.146814245168668,0.544789305763216,0.0631899808613566,1.32730602962274,283.25
1.86361111639751e-10,1.34184061582465,1.11264102160332e-11,1.75887402355715,-0.583701128902269,398.775370228702,73.7984019315683,0.168442200221674,0.958356564238027,0.242397193781721,1.14718843787969,283.25
1.92323379542861e-10,1.47295834722096,9.3897200153219e-12,1.36490759767409,-0.574535532993513,385.62690823625,72.4390415263651,0.167587490541412,0.469259150808617,0.125257095094609,1.14743947862979,283.25
1.25365819205925e-10,1.31437899538797,1.10811777460833e-11,1.0151059106255,-0.583326013513206,389.786781058732,75.664312249696,0.150129025782737,0.504915469256077,0.0729736980356977,1.2627604588236,283.25
1.55993401688683e-10,1.62700253420682,8.74739448850629e-12,1.48208543666027,-0.575736211164965,392.453547771285,73.7819069688595,0.139665355201797,0.536989031043009,0.224637782371475,1.4434194697707,283.25
3.34587158188321e-10,1.06250014590737,9.77810487116083e-12,1.00180881845908,-0.578156286633525,393.893903640803,74.1332179314106,0.161723233485049,0.592597211189007,0.189658316555276,1.20879469236992,283.25
1.48464176060042e-10,1.18416954425034,9.51971996969985e-12,1.00124339987252,-0.569339809691117,394.499611986294,79.1307821031672,0.134043025813574,0.675183952817747,0.0737957317498434,1.42582314279724,283.25
2.02485864585133e-10,1.11555356510553,9.62966843777441e-12,2.16887651628385,-0.61489472715755,387.80770043906,74.3586060513162,0.145900497841409,0.517496378768918,0.152821581702927,1.49403856691051,283.25
1.42289992037904e-10,1.82084345309556,8.0416501376922e-12,1.02585034933989,-0.5759469375042,395.195048669931,76.4431198098987,0.128469952659941,0.764915829676525,0.213261761526936,1.18007002293607,283.25
1.32172941524939e-10,1.18689011003729,1.13542743902862e-11,1.3688542412873,-0.600356799491312,388.952801008734,73.6236877435957,0.141814382452715,0.573475093315542,0.12223945569053,1.48899788071312,283.25
9.58893951094868e-11,1.9467843375161,1.01466208377621e-11,1.77192259244935,-0.609515927856105,395.024129904471,76.0590485425305,0.167817847485213,0.755296276991741,0.196892401916759,1.42504382289954,283.25
1.19800788158026e-10,1.46326522252975,1.0616928552436e-11,1.56847708119912,-0.589311930351125,395.141648810299,74.205656695543,0.177793016235466,0.660937599899979,0.216195943041657,1.28852266411889,283.25
2.2491181521151e-10,1.15058691275447,9.78958157627841e-12,1.00327082753083,-0.575441062313631,391.342190526172,74.0707862994625,0.155180999846803,0.715765782168836,0.221470656194616,1.13320569556252,283.25
2.1332062637194e-10,1.91456034436971,1.05474288373441e-11,1.49626845031984,-0.583512584598311,393.780752475077,73.9701515797466,0.150022679290967,0.518578224123049,0.212003161212143,1.24839788010219,283.25
1.44257886391768e-10,1.57312088272613,1.01099188374409e-11,1.58479197757837,-0.545872432268399,384.413434754578,70.9158693883793,0.18225476789217,0.694634855682794,0.0665693798426559,1.09512279524273,283.25
1.24445891793363e-10,1.38499630574706,1.12299679915054e-11,1.01191960419558,-0.577439757327504,389.49961061903,74.8772820766813,0.145765975339953,0.463474775151702,0.0703217634705173,1.24744236799545,283.25
1.59188300137928e-10,1.25998814975725,9.92005734140312e-12,1.02087371081831,-0.58633076651665,385.91105035928,74.7814838232981,0.144564592056564,0.624838329566056,0.156300306797009,1.18633624719872,283.25
1.54767516874976e-10,2.05083728289114,8.02582494290702e-12,2.36084826434046,-0.562055920682504,391.681043987537,73.198570526961,0.169184158633345,0.625966380377157,0.0710016905564694,1.41086081411622,283.25
1.32144207705886e-10,1.31615327281112,1.11034197683256e-11,1.01312364454155,-0.583487191927481,388.981542778197,75.5444069901245,0.14762379460094,0.514101742405693,0.0744562325495138,1.22319214441368,283.25
1.31619906049353e-10,1.17886104960059,1.08774828053502e-11,1.15967829291193,-0.609962877389961,387.64595954245,72.5811375093607,0.165360267785298,0.751918225938906,0.115338262147975,1.24286820256235,283.25
1.81401126791182e-10,1.57412742387348,1.09367323234108e-11,1.5268336618187,-0.549072407011504,385.074697535177,70.1299625281507,0.183316085146207,0.6818887292451,0.0635242942668165,1.083949960336,283.25
1.66413663916624e-10,0.954514363473583,1.00581214858776e-11,1.1055495975954,-0.603048879289545,389.690058246464,73.0763207203558,0.153581710951306,0.602803534699682,0.167943478340021,1.37906193360624,283.25
3.69069610343521e-10,1.05542922848523,1.01853559613175e-11,1.0094553556512,-0.577217170690033,392.749465787475,75.8955344198873,0.152826581464298,0.449401291498954,0.193206406930882,1.33370324881399,283.25
